Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,ds,predicted_Sales,predicted_Customers
3137,734,1,2015-09-14,1,1,0,0,2015-09-14,8936,740
3138,736,1,2015-09-14,1,1,0,1,2015-09-14,8136,720
3139,737,1,2015-09-14,1,1,0,0,2015-09-14,9112,1175
3140,738,1,2015-09-14,1,1,0,0,2015-09-14,10538,813
3141,739,1,2015-09-14,1,1,0,1,2015-09-14,15144,1055
3142,740,1,2015-09-14,1,1,0,0,2015-09-14,8858,608
3143,741,1,2015-09-14,1,1,0,0,2015-09-14,11029,1161
3144,742,1,2015-09-14,1,1,0,0,2015-09-14,11638,1117
3145,744,1,2015-09-14,1,1,0,1,2015-09-14,11069,1140
3146,746,1,2015-09-14,1,1,0,0,2015-09-14,8852,663
3147,748,1,2015-09-14,1,1,0,0,2015-09-14,8204,616
3148,749,1,2015-09-14,1,1,0,0,2015-09-14,8423,903
3149,750,1,2015-09-14,1,1,0,1,2015-09-14,6871,492
3150,751,1,2015-09-14,1,1,0,0,2015-09-14,5428,660
3151,752,1,2015-09-14,1,1,0,0,2015-09-14,8719,673
3152,753,1,2015-09-14,1,1,0,0,2015-09-14,13451,1031
3153,756,1,2015-09-14,1,1,0,0,2015-09-14,19195,2379
3154,757,1,2015-09-14,1,1,0,0,2015-09-14,9070,787
3155,758,1,2015-09-14,1,1,0,0,2015-09-14,6830,820
3156,759,1,2015-09-14,1,1,0,0,2015-09-14,10020,999
3157,762,1,2015-09-14,1,1,0,0,2015-09-14,5484,513
3158,763,1,2015-09-14,1,1,0,0,2015-09-14,7948,703
3159,764,1,2015-09-14,1,1,0,0,2015-09-14,4283,456
3160,765,1,2015-09-14,1,1,0,0,2015-09-14,11920,949
3161,766,1,2015-09-14,1,1,0,1,2015-09-14,8235,647
3162,767,1,2015-09-14,1,1,0,0,2015-09-14,8830,798
3163,768,1,2015-09-14,1,1,0,0,2015-09-14,18929,1744
3164,769,1,2015-09-14,1,1,0,0,2015-09-14,11845,3131
3165,770,1,2015-09-14,1,1,0,0,2015-09-14,9520,969
3166,771,1,2015-09-14,1,1,0,1,2015-09-14,9692,904
3167,772,1,2015-09-14,1,1,0,0,2015-09-14,4364,565
3168,773,1,2015-09-14,1,1,0,0,2015-09-14,7080,938
3169,774,1,2015-09-14,1,1,0,0,2015-09-14,6685,839
3170,775,1,2015-09-14,1,1,0,1,2015-09-14,11695,771
3171,776,1,2015-09-14,1,1,0,0,2015-09-14,7032,681
3172,777,1,2015-09-14,1,1,0,0,2015-09-14,5066,428
3173,778,1,2015-09-14,1,1,0,1,2015-09-14,8532,1032
3174,782,1,2015-09-14,1,1,0,0,2015-09-14,6805,605
3175,784,1,2015-09-14,1,1,0,0,2015-09-14,11886,1110
3176,785,1,2015-09-14,1,1,0,0,2015-09-14,9728,753
3177,789,1,2015-09-14,1,1,0,0,2015-09-14,3429,492
3178,790,1,2015-09-14,1,1,0,0,2015-09-14,9261,784
3179,791,1,2015-09-14,1,1,0,0,2015-09-14,10803,1046
3180,792,1,2015-09-14,1,1,0,0,2015-09-14,11500,914
3181,793,1,2015-09-14,1,1,0,0,2015-09-14,8525,689
3182,795,1,2015-09-14,1,1,0,0,2015-09-14,6719,602
3183,796,1,2015-09-14,1,1,0,0,2015-09-14,10390,868
3184,797,1,2015-09-14,1,1,0,1,2015-09-14,4964,461
3185,799,1,2015-09-14,1,1,0,0,2015-09-14,12451,1079
3186,800,1,2015-09-14,1,1,0,0,2015-09-14,6659,593
3187,801,1,2015-09-14,1,1,0,0,2015-09-14,6890,585
3188,802,1,2015-09-14,1,1,0,0,2015-09-14,8469,617
3189,803,1,2015-09-14,1,1,0,0,2015-09-14,7997,628
3190,804,1,2015-09-14,1,1,0,1,2015-09-14,5888,500
3191,805,1,2015-09-14,1,1,0,1,2015-09-14,10794,885
3192,806,1,2015-09-14,1,1,0,1,2015-09-14,11214,771
3193,807,1,2015-09-14,1,1,0,0,2015-09-14,12326,1169
3194,809,1,2015-09-14,1,1,0,0,2015-09-14,14845,1064
3195,810,1,2015-09-14,1,1,0,0,2015-09-14,7297,564
3196,811,1,2015-09-14,1,1,0,0,2015-09-14,5045,793
3197,813,1,2015-09-14,1,1,0,0,2015-09-14,6759,739
3198,815,1,2015-09-14,1,1,0,1,2015-09-14,12314,1109
3199,816,1,2015-09-14,1,1,0,0,2015-09-14,6180,865
3200,818,1,2015-09-14,1,1,0,0,2015-09-14,10082,922
3201,819,1,2015-09-14,1,1,0,0,2015-09-14,8074,671
3202,820,1,2015-09-14,1,1,0,1,2015-09-14,16119,1344
3203,822,1,2015-09-14,1,1,0,0,2015-09-14,10659,798
3204,823,1,2015-09-14,1,1,0,0,2015-09-14,7626,685
3205,824,1,2015-09-14,1,1,0,0,2015-09-14,9423,1096
3206,825,1,2015-09-14,1,1,0,1,2015-09-14,6048,662
3207,826,1,2015-09-14,1,1,0,0,2015-09-14,11239,959
3208,829,1,2015-09-14,1,1,0,0,2015-09-14,7940,919
3209,831,1,2015-09-14,1,1,0,0,2015-09-14,16433,1937
3210,832,1,2015-09-14,1,1,0,0,2015-09-14,8520,655
3211,833,1,2015-09-14,1,1,0,0,2015-09-14,7498,629
3212,835,1,2015-09-14,1,1,0,0,2015-09-14,8079,898
3213,837,1,2015-09-14,1,1,0,0,2015-09-14,4118,515
3214,840,1,2015-09-14,1,1,0,0,2015-09-14,9749,1250
3215,842,1,2015-09-14,1,1,0,1,2015-09-14,22188,1379
3216,844,1,2015-09-14,1,1,0,0,2015-09-14,6591,636
3217,845,1,2015-09-14,1,1,0,0,2015-09-14,5629,389
3218,846,1,2015-09-14,1,1,0,0,2015-09-14,13648,1104
3219,847,1,2015-09-14,1,1,0,0,2015-09-14,8935,1113
3220,848,1,2015-09-14,1,1,0,0,2015-09-14,8966,918
3221,849,1,2015-09-14,1,1,0,0,2015-09-14,10501,1040
3222,850,1,2015-09-14,1,1,0,0,2015-09-14,9134,859
3223,851,1,2015-09-14,1,1,0,1,2015-09-14,6858,563
3224,852,1,2015-09-14,1,1,0,0,2015-09-14,6214,717
3225,853,1,2015-09-14,1,1,0,0,2015-09-14,11793,1211
3226,855,1,2015-09-14,1,1,0,0,2015-09-14,8027,758
3227,856,1,2015-09-14,1,1,0,0,2015-09-14,8861,1136
3228,857,1,2015-09-14,1,1,0,0,2015-09-14,8581,985
3229,858,1,2015-09-14,1,1,0,1,2015-09-14,6432,524
3230,859,1,2015-09-14,1,1,0,1,2015-09-14,9743,882
3231,860,1,2015-09-14,1,1,0,0,2015-09-14,6886,789
3232,861,1,2015-09-14,1,1,0,0,2015-09-14,4203,559
3233,862,1,2015-09-14,1,1,0,0,2015-09-14,10595,1333
3234,863,1,2015-09-14,1,1,0,0,2015-09-14,10277,1158
3235,864,1,2015-09-14,1,1,0,0,2015-09-14,5475,709
3236,865,1,2015-09-14,1,1,0,0,2015-09-14,9332,734
3237,866,1,2015-09-14,1,1,0,0,2015-09-14,8793,573
3238,867,1,2015-09-14,1,1,0,0,2015-09-14,5904,513
3239,868,1,2015-09-14,1,1,0,0,2015-09-14,12373,791
3240,871,1,2015-09-14,1,1,0,0,2015-09-14,7465,533
3241,872,1,2015-09-14,1,1,0,0,2015-09-14,11061,1034
3242,874,1,2015-09-14,1,1,0,0,2015-09-14,6299,636
3243,875,1,2015-09-14,1,1,0,0,2015-09-14,6878,587
3244,877,1,2015-09-14,1,1,0,0,2015-09-14,7434,967
3245,879,1,2015-09-14,0,1,0,1,2015-09-14,0,0
3246,880,1,2015-09-14,1,1,0,0,2015-09-14,9612,956
3247,881,1,2015-09-14,1,1,0,0,2015-09-14,6352,835
3248,882,1,2015-09-14,1,1,0,0,2015-09-14,7859,956
3249,883,1,2015-09-14,1,1,0,0,2015-09-14,6552,638
3250,884,1,2015-09-14,1,1,0,1,2015-09-14,8243,751
3251,885,1,2015-09-14,1,1,0,0,2015-09-14,6557,828
3252,886,1,2015-09-14,1,1,0,0,2015-09-14,8458,728
3253,887,1,2015-09-14,1,1,0,0,2015-09-14,10276,761
3254,888,1,2015-09-14,1,1,0,0,2015-09-14,10032,869
3255,890,1,2015-09-14,1,1,0,1,2015-09-14,8885,626
3256,891,1,2015-09-14,1,1,0,0,2015-09-14,10057,1264
3257,893,1,2015-09-14,1,1,0,1,2015-09-14,7746,921
3258,894,1,2015-09-14,1,1,0,0,2015-09-14,12173,1261
3259,895,1,2015-09-14,1,1,0,0,2015-09-14,12335,1158
3260,896,1,2015-09-14,1,1,0,0,2015-09-14,7989,1157
3261,897,1,2015-09-14,1,1,0,0,2015-09-14,4372,354
3262,900,1,2015-09-14,1,1,0,1,2015-09-14,7646,660
3263,901,1,2015-09-14,1,1,0,0,2015-09-14,9802,809
3264,902,1,2015-09-14,1,1,0,1,2015-09-14,8038,722
3265,903,1,2015-09-14,1,1,0,1,2015-09-14,15182,998
3266,904,1,2015-09-14,1,1,0,1,2015-09-14,8237,661
3267,905,1,2015-09-14,1,1,0,0,2015-09-14,11466,1503
3268,906,1,2015-09-14,1,1,0,0,2015-09-14,14126,1583
3269,907,1,2015-09-14,1,1,0,0,2015-09-14,6582,841
3270,908,1,2015-09-14,1,1,0,0,2015-09-14,6980,513
3271,909,1,2015-09-14,1,1,0,1,2015-09-14,14774,1315
3272,911,1,2015-09-14,1,1,0,0,2015-09-14,12742,1112
3273,912,1,2015-09-14,1,1,0,0,2015-09-14,6194,781
3274,913,1,2015-09-14,1,1,0,0,2015-09-14,11557,1407
3275,914,1,2015-09-14,1,1,0,0,2015-09-14,12071,1326
3276,915,1,2015-09-14,1,1,0,1,2015-09-14,7774,631
3277,916,1,2015-09-14,1,1,0,0,2015-09-14,6601,812
3278,917,1,2015-09-14,1,1,0,0,2015-09-14,9601,938
3279,919,1,2015-09-14,1,1,0,1,2015-09-14,8069,872
3280,920,1,2015-09-14,1,1,0,1,2015-09-14,6930,623
3281,922,1,2015-09-14,1,1,0,0,2015-09-14,9167,823
3282,924,1,2015-09-14,1,1,0,0,2015-09-14,6890,592
3283,925,1,2015-09-14,1,1,0,0,2015-09-14,7027,1121
3284,926,1,2015-09-14,1,1,0,0,2015-09-14,9952,670
3285,927,1,2015-09-14,1,1,0,0,2015-09-14,9947,1177
3286,928,1,2015-09-14,1,1,0,0,2015-09-14,11912,938
3287,929,1,2015-09-14,1,1,0,0,2015-09-14,7216,825
3288,930,1,2015-09-14,1,1,0,0,2015-09-14,9377,1314
3289,931,1,2015-09-14,1,1,0,0,2015-09-14,4485,513
3290,932,1,2015-09-14,1,1,0,1,2015-09-14,9199,826
3291,934,1,2015-09-14,1,1,0,0,2015-09-14,9674,847
3292,935,1,2015-09-14,1,1,0,0,2015-09-14,7328,730
3293,936,1,2015-09-14,1,1,0,0,2015-09-14,8775,1017
3294,937,1,2015-09-14,1,1,0,0,2015-09-14,10016,745
3295,938,1,2015-09-14,1,1,0,0,2015-09-14,12928,1196
3296,939,1,2015-09-14,1,1,0,0,2015-09-14,7831,690
3297,941,1,2015-09-14,1,1,0,1,2015-09-14,7527,734
3298,942,1,2015-09-14,1,1,0,0,2015-09-14,7989,558
3299,943,1,2015-09-14,1,1,0,0,2015-09-14,8212,697
3300,944,1,2015-09-14,1,1,0,0,2015-09-14,9174,1263
3301,945,1,2015-09-14,1,1,0,0,2015-09-14,5562,626
3302,946,1,2015-09-14,1,1,0,0,2015-09-14,5933,674
3303,947,1,2015-09-14,1,1,0,0,2015-09-14,9624,1186
3304,948,1,2015-09-14,1,1,0,0,2015-09-14,6341,1613
3305,950,1,2015-09-14,1,1,0,0,2015-09-14,8559,732
3306,951,1,2015-09-14,1,1,0,0,2015-09-14,10235,878
3307,952,1,2015-09-14,1,1,0,1,2015-09-14,9056,669
3308,954,1,2015-09-14,1,1,0,0,2015-09-14,10133,1131
3309,955,1,2015-09-14,1,1,0,0,2015-09-14,6792,580
3310,956,1,2015-09-14,1,1,0,0,2015-09-14,5332,644
3311,960,1,2015-09-14,1,1,0,0,2015-09-14,9826,696
3312,961,1,2015-09-14,1,1,0,0,2015-09-14,8020,810
3313,962,1,2015-09-14,1,1,0,0,2015-09-14,10201,1191
3314,964,1,2015-09-14,1,1,0,0,2015-09-14,14299,1911
3315,965,1,2015-09-14,1,1,0,0,2015-09-14,12327,1126
3316,966,1,2015-09-14,1,1,0,0,2015-09-14,6222,743
3317,967,1,2015-09-14,1,1,0,0,2015-09-14,10743,1067
3318,969,1,2015-09-14,1,1,0,0,2015-09-14,4182,672
3319,970,1,2015-09-14,1,1,0,0,2015-09-14,4715,508
3320,973,1,2015-09-14,1,1,0,0,2015-09-14,9445,1023
3321,974,1,2015-09-14,1,1,0,1,2015-09-14,15996,1802
3322,975,1,2015-09-14,1,1,0,0,2015-09-14,10033,880
3323,976,1,2015-09-14,1,1,0,0,2015-09-14,10270,959
3324,977,1,2015-09-14,1,1,0,1,2015-09-14,9379,799
3325,980,1,2015-09-14,1,1,0,0,2015-09-14,10774,767
3326,983,1,2015-09-14,1,1,0,0,2015-09-14,14309,1650
3327,984,1,2015-09-14,1,1,0,0,2015-09-14,8173,844
3328,985,1,2015-09-14,1,1,0,0,2015-09-14,10661,953
3329,986,1,2015-09-14,1,1,0,0,2015-09-14,7529,907
3330,988,1,2015-09-14,1,1,0,0,2015-09-14,5740,804
3331,989,1,2015-09-14,1,1,0,1,2015-09-14,7079,703
3332,991,1,2015-09-14,1,1,0,0,2015-09-14,6947,618
3333,992,1,2015-09-14,1,1,0,0,2015-09-14,8099,910
3334,994,1,2015-09-14,1,1,0,0,2015-09-14,7504,623
3335,997,1,2015-09-14,1,1,0,0,2015-09-14,7515,524
3336,998,1,2015-09-14,1,1,0,0,2015-09-14,5594,632
3337,1000,1,2015-09-14,1,1,0,1,2015-09-14,9380,828
3338,1003,1,2015-09-14,1,1,0,0,2015-09-14,11055,952
3339,1004,1,2015-09-14,1,1,0,1,2015-09-14,7421,554
3340,1005,1,2015-09-14,1,1,0,0,2015-09-14,8017,1091
3341,1007,1,2015-09-14,1,1,0,0,2015-09-14,9348,927
3342,1008,1,2015-09-14,1,1,0,0,2015-09-14,7303,862
3343,1009,1,2015-09-14,1,1,0,1,2015-09-14,8255,773
3344,1010,1,2015-09-14,1,1,0,0,2015-09-14,11366,909
3345,1011,1,2015-09-14,1,1,0,0,2015-09-14,11470,1191
3346,1012,1,2015-09-14,1,1,0,1,2015-09-14,8549,627
3347,1013,1,2015-09-14,1,1,0,0,2015-09-14,6259,615
3348,1014,1,2015-09-14,1,1,0,0,2015-09-14,19271,1844
3349,1015,1,2015-09-14,1,1,0,0,2015-09-14,8155,604
3350,1016,1,2015-09-14,1,1,0,0,2015-09-14,8796,703
3351,1019,1,2015-09-14,1,1,0,1,2015-09-14,15234,1053
3352,1020,1,2015-09-14,1,1,0,0,2015-09-14,11033,1289
3353,1022,1,2015-09-14,1,1,0,0,2015-09-14,11200,1115
3354,1024,1,2015-09-14,1,1,0,0,2015-09-14,7797,890
3355,1025,1,2015-09-14,1,1,0,0,2015-09-14,9246,1019
3356,1026,1,2015-09-14,1,1,0,0,2015-09-14,13262,1413
3357,1027,1,2015-09-14,1,1,0,1,2015-09-14,20434,2202
3358,1028,1,2015-09-14,1,1,0,0,2015-09-14,7735,747
3359,1031,1,2015-09-14,1,1,0,0,2015-09-14,7847,623
3360,1036,1,2015-09-14,1,1,0,0,2015-09-14,5838,518
3361,1037,1,2015-09-14,1,1,0,0,2015-09-14,8583,1020
3362,1038,1,2015-09-14,1,1,0,1,2015-09-14,9060,667
3363,1039,1,2015-09-14,1,1,0,0,2015-09-14,8957,1032
3364,1040,1,2015-09-14,1,1,0,0,2015-09-14,13030,1120
3365,1041,1,2015-09-14,1,1,0,1,2015-09-14,7224,791
3366,1042,1,2015-09-14,1,1,0,0,2015-09-14,5564,673
3367,1044,1,2015-09-14,1,1,0,0,2015-09-14,8812,1058
3368,1045,1,2015-09-14,1,1,0,0,2015-09-14,9810,1144
3369,1047,1,2015-09-14,1,1,0,0,2015-09-14,6980,656
3370,1048,1,2015-09-14,1,1,0,0,2015-09-14,9674,693
3371,1049,1,2015-09-14,1,1,0,1,2015-09-14,4940,700
3372,1050,1,2015-09-14,1,1,0,0,2015-09-14,9559,612
3373,1051,1,2015-09-14,1,1,0,0,2015-09-14,9104,1188
3374,1052,1,2015-09-14,1,1,0,0,2015-09-14,10234,967
3375,1053,1,2015-09-14,1,1,0,0,2015-09-14,13004,1312
3376,1054,1,2015-09-14,1,1,0,0,2015-09-14,8403,787
3377,1056,1,2015-09-14,1,1,0,1,2015-09-14,4777,421
3378,1057,1,2015-09-14,1,1,0,0,2015-09-14,7736,700
3379,1058,1,2015-09-14,1,1,0,0,2015-09-14,10180,878
3380,1059,1,2015-09-14,1,1,0,0,2015-09-14,10645,1338
3381,1060,1,2015-09-14,1,1,0,0,2015-09-14,9743,1033
3382,1061,1,2015-09-14,1,1,0,0,2015-09-14,9812,702
3383,1062,1,2015-09-14,1,1,0,0,2015-09-14,8661,729
3384,1063,1,2015-09-14,1,1,0,0,2015-09-14,6164,671
3385,1064,1,2015-09-14,1,1,0,0,2015-09-14,11978,1274
3386,1065,1,2015-09-14,1,1,0,1,2015-09-14,5853,598
3387,1066,1,2015-09-14,1,1,0,0,2015-09-14,13343,1321
3388,1067,1,2015-09-14,1,1,0,1,2015-09-14,7974,626
3389,1068,1,2015-09-14,1,1,0,0,2015-09-14,6001,380
3390,1070,1,2015-09-14,1,1,0,0,2015-09-14,10020,1091
3391,1071,1,2015-09-14,1,1,0,0,2015-09-14,7667,883
3392,1072,1,2015-09-14,1,1,0,0,2015-09-14,9606,841
3393,1073,1,2015-09-14,1,1,0,0,2015-09-14,8867,1042
3394,1076,1,2015-09-14,1,1,0,0,2015-09-14,5008,742
3395,1077,1,2015-09-14,1,1,0,0,2015-09-14,6857,643
3396,1078,1,2015-09-14,1,1,0,0,2015-09-14,10528,722
3397,1079,1,2015-09-14,1,1,0,0,2015-09-14,12248,893
3398,1080,1,2015-09-14,1,1,0,1,2015-09-14,12779,1007
3399,1083,1,2015-09-14,1,1,0,0,2015-09-14,6172,407
3400,1084,1,2015-09-14,1,1,0,0,2015-09-14,7906,930
3401,1086,1,2015-09-14,1,1,0,0,2015-09-14,12085,1101
3402,1087,1,2015-09-14,1,1,0,0,2015-09-14,8593,770
3403,1088,1,2015-09-14,1,1,0,0,2015-09-14,7378,620
3404,1089,1,2015-09-14,1,1,0,0,2015-09-14,13340,1219
3405,1091,1,2015-09-14,1,1,0,0,2015-09-14,11848,907
3406,1092,1,2015-09-14,1,1,0,1,2015-09-14,14358,1317
3407,1094,1,2015-09-14,1,1,0,1,2015-09-14,5583,433
3408,1096,1,2015-09-14,1,1,0,0,2015-09-14,7591,809
3409,1097,1,2015-09-14,0,1,0,0,2015-09-14,0,0
3410,1099,1,2015-09-14,1,1,0,0,2015-09-14,10699,1245
3411,1100,1,2015-09-14,1,1,0,0,2015-09-14,8382,861
3412,1101,1,2015-09-14,1,1,0,0,2015-09-14,14534,1272
3413,1102,1,2015-09-14,1,1,0,1,2015-09-14,8913,867
3414,1103,1,2015-09-14,1,1,0,0,2015-09-14,7151,495
3415,1104,1,2015-09-14,1,1,0,1,2015-09-14,7944,574
3416,1105,1,2015-09-14,1,1,0,0,2015-09-14,6718,694
3417,1106,1,2015-09-14,1,1,0,0,2015-09-14,6268,661
3418,1107,1,2015-09-14,1,1,0,1,2015-09-14,9979,845
3419,1109,1,2015-09-14,1,1,0,1,2015-09-14,7726,602
3420,1111,1,2015-09-14,1,1,0,0,2015-09-14,8113,621
3421,1112,1,2015-09-14,1,1,0,0,2015-09-14,17366,1253
3422,1113,1,2015-09-14,1,1,0,0,2015-09-14,7542,781
3423,1114,1,2015-09-14,1,1,0,0,2015-09-14,22512,3192
3424,1115,1,2015-09-14,1,1,0,0,2015-09-14,8190,526
3425,1,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3426,3,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3427,7,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3428,8,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3429,9,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3430,10,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3431,11,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3432,12,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3433,13,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3434,14,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3435,15,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3436,16,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3437,19,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3438,20,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3439,21,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3440,22,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3441,23,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3442,24,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3443,25,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3444,27,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3445,29,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3446,30,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3447,31,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3448,32,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3449,33,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3450,35,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3451,36,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3452,38,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3453,39,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3454,40,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3455,41,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3456,42,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3457,43,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3458,45,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3459,46,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3460,47,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3461,48,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3462,49,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3463,50,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3464,51,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3465,52,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3466,53,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3467,56,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3468,58,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3469,61,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3470,62,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3471,63,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3472,64,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3473,66,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3474,67,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3475,68,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3476,69,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3477,70,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3478,71,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3479,72,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3480,73,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3481,74,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3482,75,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3483,76,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3484,77,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3485,79,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3486,80,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3487,81,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3488,82,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3489,83,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3490,84,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3491,86,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3492,89,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3493,90,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3494,91,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3495,92,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3496,93,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3497,94,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3498,98,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3499,99,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3500,100,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3501,101,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3502,102,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3503,105,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3504,107,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3505,108,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3506,109,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3507,110,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3508,111,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3509,112,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3510,113,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3511,115,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3512,117,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3513,118,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3514,119,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3515,120,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3516,122,7,2015-09-13,1,0,0,0,2015-09-13,2785,378
3517,124,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3518,126,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3519,127,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3520,128,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3521,129,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3522,130,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3523,131,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3524,132,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3525,135,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3526,136,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3527,137,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3528,139,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3529,140,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3530,141,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3531,142,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3532,143,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3533,144,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3534,145,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3535,146,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3536,147,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3537,149,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3538,150,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3539,152,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3540,153,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3541,154,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3542,155,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3543,157,7,2015-09-13,0,0,0,0,2015-09-13,0,0
3544,158,7,2015-09-13,0,0,0,0,2015-09-13,0,0
